# gnuplot dump (#col:description)
# networking interface: enp0s25
# sampling interval (t): 1000 ms
# 1:unixtime 2:rx-bytes-per-t 3:rx-pkts-per-t 4:rx-drops-per-t 5:rx-errors-per-t 6:rx-bytes 7:rx-pkts 8:rx-drops 9:rx-errors 10:tx-bytes-per-t 11:tx-pkts-per-t 12:tx-drops-per-t 13:tx-errors-per-t 14:tx-bytes 15:tx-pkts 16:tx-drops 17:tx-errors 18:context-switches-per-t 19:mem-free 20:mem-used 21:mem-total 22:swap-free 23:swap-used 24:swap-total 25:procs-total 26:procs-in-run 27:procs-in-iow 28:cpu0-usr-per-t 29:cpu0-nice-per-t 30:cpu0-sys-per-t 31:cpu0-idle-per-t 32:cpu0-iow-per-t 33:cpu0-net-irqs-per-t 34:cpu0-net-irqs 35:cpu0-net-rx-soft-irqs-per-t 36:cpu0-net-rx-soft-irqs 37:cpu0-net-tx-soft-irqs-per-t 38:cpu0-net-tx-soft-irqs 39:cpu1-usr-per-t 40:cpu1-nice-per-t 41:cpu1-sys-per-t 42:cpu1-idle-per-t 43:cpu1-iow-per-t 44:cpu1-net-irqs-per-t 45:cpu1-net-irqs 46:cpu1-net-rx-soft-irqs-per-t 47:cpu1-net-rx-soft-irqs 48:cpu1-net-tx-soft-irqs-per-t 49:cpu1-net-tx-soft-irqs 50:cpu2-usr-per-t 51:cpu2-nice-per-t 52:cpu2-sys-per-t 53:cpu2-idle-per-t 54:cpu2-iow-per-t 55:cpu2-net-irqs-per-t 56:cpu2-net-irqs 57:cpu2-net-rx-soft-irqs-per-t 58:cpu2-net-rx-soft-irqs 59:cpu2-net-tx-soft-irqs-per-t 60:cpu2-net-tx-soft-irqs 61:cpu3-usr-per-t 62:cpu3-nice-per-t 63:cpu3-sys-per-t 64:cpu3-idle-per-t 65:cpu3-iow-per-t 66:cpu3-net-irqs-per-t 67:cpu3-net-irqs 68:cpu3-net-rx-soft-irqs-per-t 69:cpu3-net-rx-soft-irqs 70:cpu3-net-tx-soft-irqs-per-t 71:cpu3-net-tx-soft-irqs 
# data:
1576695167 180 2 0 0 87196791 382686 0 0 0 0 0 0 10256621 121316 0 0 390 2772228 998532 3770760 3909628 11264 3920892 113 1 0 0 0 0 100 0 0 0 0 190 0 309 0 0 0 100 0 3 752366 3 756206 1 120236 0 0 1 99 1 0 0 0 254 0 380 1 0 0 100 0 0 0 0 3976 0 2355 
1576695168 90 1 0 0 87196881 382687 0 0 0 0 0 0 10256621 121316 0 0 103 2772228 998532 3770760 3909628 11264 3920892 113 1 0 0 0 0 100 0 0 0 0 190 0 309 0 0 0 100 0 1 752367 1 756207 0 120236 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3976 0 2355 
1576695169 5634 50 0 0 87202515 382737 0 0 686 6 0 0 10257307 121322 0 0 365 2771660 999100 3770760 3909628 11264 3920892 113 1 0 0 0 0 99 0 0 0 0 190 0 309 0 0 0 99 0 48 752415 48 756255 0 120236 0 0 0 100 0 0 0 0 254 0 380 0 0 1 99 0 0 0 0 3976 0 2355 
1576695170 1142 10 0 0 87203657 382747 0 0 0 0 0 0 10257307 121322 0 0 140 2771660 999100 3770760 3909628 11264 3920892 113 2 0 0 0 0 99 0 0 0 0 190 0 309 0 0 0 100 0 9 752424 9 756264 0 120236 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3976 0 2355 
1576695171 1270 12 0 0 87204927 382759 0 0 0 0 0 0 10257307 121322 0 0 177 2771660 999100 3770760 3909628 11264 3920892 113 1 0 0 0 0 99 0 0 0 0 190 0 309 0 0 0 100 0 12 752436 12 756276 0 120236 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3976 0 2355 
1576695172 1142 10 0 0 87206069 382769 0 0 0 0 0 0 10257307 121322 0 0 157 2771660 999100 3770760 3909628 11264 3920892 113 1 0 0 0 0 99 0 0 0 0 190 0 309 0 0 0 100 0 10 752446 10 756286 0 120236 0 0 0 99 1 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3976 0 2355 
1576695173 1270 12 0 0 87207339 382781 0 0 0 0 0 0 10257307 121322 0 0 158 2771660 999100 3770760 3909628 11264 3920892 113 1 0 0 0 0 100 0 0 0 0 190 0 309 0 0 0 100 0 12 752458 12 756298 1 120237 0 0 0 100 0 0 0 0 254 0 380 0 0 1 100 0 0 0 0 3976 0 2355 
1576695174 6048 55 0 0 87213387 382836 0 0 90 1 0 0 10257397 121323 0 0 342 2771628 999132 3770760 3909628 11264 3920892 113 1 0 0 0 0 99 0 0 0 0 190 1 310 0 0 0 99 0 49 752507 49 756347 0 120237 1 0 0 100 0 0 0 0 254 0 380 0 0 0 99 0 0 0 0 3976 0 2355 
1576695175 1270 12 0 0 87214657 382848 0 0 0 0 0 0 10257397 121323 0 0 154 2771628 999132 3770760 3909628 11264 3920892 113 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 13 752520 13 756360 0 120237 0 0 0 100 0 0 0 0 254 0 380 1 0 0 100 0 0 0 0 3976 0 2355 
1576695176 247 1 0 0 87214904 382849 0 0 0 0 0 0 10257397 121323 0 0 109 2771568 999192 3770760 3909628 11264 3920892 113 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 1 752521 1 756361 0 120237 0 0 1 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3976 0 2355 
